0.875913E-3,0.111582E-2,0.117522E-3,0.123900E-3,0.151215E-2,0.00000
0.936324E-6,0.149241E-2,0.107948E-3,0.209170E-2,0.701152E-3,0.448570E-6
0.661975E-4,0.158305E-2,0.157937E-2,0.554778E-3,0.834079E-4,0.207254E-6
0.885732E-3,0.134070E-2,0.876024E-4,0.156840E-2,0.346055E-3,0.116910E-5
0.251634E-3,0.211083E-2,0.770740E-3,0.717347E-3,0.343645E-3,0.606307E-5
0.703539E-3,0.122548E-2,0.322457E-3,0.484744E-3,0.492374E-3,0.00000
0.144369E-2,0.245624E-2,0.468257E-3,0.110561E-2,0.345749E-3,0.819916E-7
0.262776E-2,0.00000,0.141769E-2,0.795568E-3,0.688741E-3,0.00000
0.949912E-3,0.973325E-3,0.234691E-3,0.219145E-3,0.198275E-4,0.00000
0.124153E-4,0.207571E-3,0.184833E-3,0.116760E-2,0.792101E-3,0.535753E-4
0.144054E-2,0.685439E-2,0.119019E-3,0.159434E-2,0.677669E-2,0.00000
0.366205E-3,0.234505E-3,0.197489E-2,0.478702E-3,0.154169E-2,0.00000
0.142852E-2,0.724376E-5,0.147170E-2,0.181829E-2,0.209116E-2,0.00000
0.281865E-5,0.444872E-3,0.137653E-2,0.272369E-2,0.118476E-2,0.207944E-5
NaN,NaN,NaN,NaN,NaN,NaN
0.255331E-2,0.424929E-5,0.00000,0.00000,0.00000,0.173836E-2
NaN,NaN,NaN,NaN,NaN,NaN
0.136424E-6,0.835686E-3,0.340447E-4,0.219644E-3,0.175247E-2,0.181867E-2
0.649739E-3,0.922333E-3,0.377221E-3,0.863960E-3,0.150852E-2,0.974898E-4
0.972382E-4,0.566928E-4,0.327697E-2,0.696499E-2,0.387487E-2,0.00000
0.120656E-2,0.448657E-4,0.00000,0.00000,0.329731E-2,0.135999E-2
0.189391E-2,0.129387E-3,0.764911E-3,0.548952E-3,0.200886E-2,0.00000
0.240257E-3,0.100950E-2,0.566566E-4,0.172445E-2,0.993727E-3,0.00000
0.135745E-2,0.383694E-3,0.153751E-2,0.292682E-2,0.197985E-2,0.561812E-6
NaN,NaN,NaN,NaN,NaN,NaN
0.137028E-2,0.163230E-2,0.736792E-4,0.313007E-3,0.481930E-3,0.00000
0.619823E-3,0.526499E-3,0.166128E-4,0.100946E-2,0.102534E-2,0.00000
0.292557E-5,0.493602E-2,0.325494E-2,0.299845E-2,0.157909E-3,0.00000
0.774032E-4,0.156931E-3,0.554918E-2,0.296957E-2,0.650455E-3,0.489643E-5
0.443449E-4,0.635479E-3,0.241537E-3,0.117766E-2,0.564834E-4,0.00000
0.365836E-2,0.330827E-2,0.204629E-2,0.134912E-3,0.390672E-2,0.00000
0.125599E-2,0.135854E-2,0.652520E-3,0.173730E-5,0.162158E-2,0.00000
0.276385E-3,0.738381E-3,0.539063E-3,0.199122E-2,0.108881E-2,0.00000
0.105493E-2,0.284360E-4,0.372754E-7,0.281925E-3,0.115650E-2,0.404388E-7
0.00000,0.990590E-3,0.594122E-3,0.678652E-3,0.216601E-4,0.617494E-7
0.447094E-4,0.416381E-3,0.972492E-3,0.102346E-2,0.283155E-4,0.00000
0.587158E-3,0.400926E-2,0.481469E-2,0.203069E-2,0.115872E-3,0.00000
0.00000,0.128521E-2,0.110294E-3,0.758772E-5,0.180336E-2,0.603661E-3
0.104792E-2,0.126846E-2,0.716319E-4,0.689408E-4,0.205353E-2,0.00000
0.395126E-3,0.435806E-3,0.158450E-2,0.449374E-3,0.186956E-2,0.00000
0.237865E-3,0.132262E-2,0.217301E-2,0.928255E-3,0.870904E-3,0.321871E-4
0.125747E-3,0.994628E-3,0.105455E-2,0.185093E-2,0.678527E-3,0.00000
0.316665E-3,0.300067E-2,0.272382E-2,0.124984E-2,0.126619E-3,0.00000
0.221268E-3,0.939875E-3,0.285068E-2,0.218239E-2,0.136196E-4,0.00000
0.221426E-2,0.316085E-3,0.250695E-2,0.532151E-3,0.320526E-3,0.00000
NaN,NaN,NaN,NaN,NaN,NaN
0.567019E-2,0.708317E-2,0.172635E-2,0.249349E-2,0.262866E-2,0.00000
0.829250E-5,0.849099E-3,0.376288E-3,0.605980E-3,0.347755E-3,0.247250E-5
0.439348E-2,0.497008E-3,0.173605E-3,0.958414E-3,0.105373E-2,0.00000
0.240242E-2,0.156170E-3,0.114536E-2,0.337427E-3,0.154168E-4,0.00000
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
0.746151E-6,0.925355E-3,0.200322E-2,0.101506E-3,0.746554E-3,0.509437E-4
0.158886E-2,0.796385E-3,0.343748E-4,0.178052E-2,0.356945E-3,0.165650E-5
0.876909E-3,0.325775E-3,0.116642E-3,0.766362E-3,0.337962E-3,0.852755E-6
0.115745E-2,0.248474E-2,0.107058E-3,0.404405E-3,0.981733E-3,0.00000
0.165945E-3,0.201498E-2,0.176448E-2,0.128174E-2,0.208737E-4,0.00000
0.807616E-3,0.723779E-3,0.771480E-5,0.519418E-4,0.571823E-3,0.528169E-6
0.108542E-3,0.193253E-2,0.170088E-3,0.186071E-2,0.843831E-3,0.547861E-4
0.221144E-2,0.612886E-2,0.465769E-2,0.165429E-4,0.530749E-3,0.00000
0.279576E-3,0.531518E-4,0.132800E-2,0.373404E-3,0.105737E-2,0.00000
0.451955E-3,0.195373E-3,0.564150E-3,0.170179E-3,0.108288E-2,0.00000
0.122215E-1,0.263023E-1,0.379663E-2,0.547428E-3,0.981203E-2,0.00000
0.167937E-1,0.777795E-2,0.105609E-2,0.489613E-1,0.112895E-2,0.00000
0.119292E-3,0.228961E-2,0.189031E-2,0.243271E-2,0.414268E-3,0.286477E-5
0.273281E-3,0.289273E-3,0.592833E-4,0.360588E-3,0.149976E-2,0.00000
0.151721E-2,0.202254E-3,0.206976E-2,0.188046E-3,0.159419E-2,0.00000
0.205529E-3,0.245037E-2,0.694010E-5,0.443765E-3,0.279154E-3,0.00000
NaN,NaN,NaN,NaN,NaN,NaN
0.953652E-3,0.130658E-2,0.105168E-2,0.500795E-4,0.115576E-3,0.00000
0.175332E-2,0.00000,0.186599E-2,0.00000,0.289354E-2,0.00000
0.131901E-2,0.131448E-2,0.372362E-2,0.114301E-2,0.00000,0.171988E-2
0.875515E-2,0.720407E-2,0.433203E-2,0.326307E-2,0.184180E-1,0.00000
0.796296E-3,0.922607E-3,0.149961E-2,0.236043E-2,0.274431E-2,0.00000
0.368138E-4,0.837217E-3,0.359500E-3,0.185724E-2,0.379887E-4,0.00000
0.299989E-2,0.513483E-3,0.00000,0.427071E-3,0.330198E-3,0.154387E-2
0.138808E-3,0.305947E-3,0.129029E-2,0.101665E-2,0.506229E-3,0.00000
0.722321E-3,0.299985E-3,0.989032E-4,0.130553E-2,0.916670E-3,0.479208E-3
0.131601E-2,0.137469E-4,0.329509E-3,0.413329E-2,0.389787E-3,0.244597E-6
0.843495E-3,0.524141E-4,0.130378E-1,0.411549E-2,0.253679E-2,0.00000
0.170198E-2,0.375567E-4,0.974432E-6,0.932297E-3,0.141544E-2,0.00000
0.170785E-2,0.432560E-2,0.00000,0.366231E-2,0.978323E-3,0.266276E-2
0.579161E-2,0.474030E-2,0.273720E-2,0.389203E-2,0.501570E-3,0.00000
0.670276E-4,0.731930E-3,0.121518E-2,0.117143E-2,0.899914E-3,0.00000
NaN,NaN,NaN,NaN,NaN,NaN
0.244820E-2,0.452626E-2,0.347149E-7,0.151574E-2,0.986056E-3,0.208137E-3
0.582951E-3,0.00000,0.00000,0.541726E-2,0.691544E-2,0.114273E-1
0.226085E-2,0.458036E-4,0.239699E-2,0.224391E-3,0.202596E-2,0.00000
0.108126E-2,0.201189E-3,0.216568E-2,0.613157E-3,0.222768E-2,0.00000
0.151595E-2,0.350958E-2,0.322647E-2,0.119850E-3,0.381890E-2,0.00000
0.109751E-2,0.195180E-2,0.502435E-4,0.306056E-2,0.179428E-3,0.00000
0.824130E-4,0.311109E-2,0.176449E-2,0.453500E-3,0.106059E-3,0.00000
0.942640E-3,0.748702E-5,0.237631E-3,0.165159E-2,0.252792E-2,0.219305E-3
0.694994E-3,0.837969E-3,0.367846E-3,0.139309E-2,0.327648E-3,0.00000
0.177599E-3,0.123390E-3,0.120758E-2,0.148856E-2,0.106458E-2,0.00000
0.249584E-2,0.218458E-2,0.280203E-2,0.233195E-2,0.339700E-2,0.00000
0.162451E-2,0.426670E-3,0.216070E-2,0.124341E-3,0.223885E-3,0.00000
0.350318E-2,0.558458E-2,0.403447E-3,0.320175E-2,0.140669E-3,0.00000
0.720286E-3,0.114767E-2,0.534054E-3,0.448548E-3,0.136791E-3,0.126142E-5
0.471623E-3,0.745826E-2,0.571456E-3,0.558128E-2,0.504790E-4,0.00000
0.183718E-2,0.171365E-3,0.342664E-4,0.378994E-3,0.138610E-2,0.00000
0.364833E-3,0.336604E-3,0.586103E-4,0.00000,0.522126E-3,0.177941E-2
0.150715E-2,0.143461E-4,0.756223E-4,0.107891E-3,0.173750E-2,0.802037E-6
0.508872E-3,0.109393E-2,0.123711E-2,0.126836E-2,0.184479E-3,0.00000
0.573091E-3,0.139245E-3,0.892675E-3,0.246159E-2,0.519013E-4,0.00000
NaN,NaN,NaN,NaN,NaN,NaN
0.295109E-3,0.144654E-2,0.307794E-3,0.114805E-2,0.185541E-6,0.00000
0.150352E-2,0.100086E-2,0.123876E-2,0.141302E-2,0.205901E-2,0.00000
0.406355E-2,0.252828E-2,0.220561E-2,0.232540E-2,0.149573E-2,0.280764E-3
0.184881E-2,0.339645E-3,0.924303E-4,0.100454E-2,0.233474E-2,0.00000
NaN,NaN,NaN,NaN,NaN,NaN
0.122724E-2,0.128183E-3,0.586353E-3,0.320928E-3,0.156260E-3,0.640918E-3
NaN,NaN,NaN,NaN,NaN,NaN
0.582143E-3,0.766846E-3,0.419837E-3,0.137072E-2,0.500081E-3,0.557581E-3
0.103225E-2,0.127959E-2,0.159290E-6,0.849386E-3,0.970615E-6,0.973538E-3
0.859173E-3,0.934103E-3,0.129119E-2,0.984846E-4,0.161203E-4,0.00000
0.703097E-3,0.650067E-3,0.992568E-3,0.566208E-3,0.133116E-2,0.00000
NaN,NaN,NaN,NaN,NaN,NaN
0.109760E-2,0.421049E-3,0.638166E-4,0.204049E-2,0.845598E-3,0.957956E-3
0.106428E-3,0.211400E-2,0.590881E-3,0.373549E-2,0.267405E-2,0.00000
0.429357E-3,0.106649E-2,0.375876E-3,0.875488E-3,0.816700E-4,0.00000
0.235655E-3,0.102504E-4,0.136276E-2,0.142166E-2,0.995689E-4,0.490126E-7
0.290546E-4,0.174461E-2,0.435488E-3,0.371008E-2,0.780407E-3,0.00000
0.188679E-3,0.618656E-6,0.123402E-2,0.848339E-3,0.00000,0.161331E-2
0.138026E-1,0.386500E-2,0.458771E-4,0.721961E-2,0.494624E-3,0.00000
0.223871E-3,0.118527E-2,0.194242E-2,0.328949E-3,0.475782E-2,0.00000
0.270160E-3,0.00000,0.313793E-3,0.524805E-3,0.808692E-3,0.179277E-2
0.128071E-2,0.229352E-2,0.319024E-2,0.524740E-4,0.278505E-2,0.00000
NaN,NaN,NaN,NaN,NaN,NaN
0.369356E-3,0.142188E-3,0.932020E-3,0.156144E-2,0.576766E-3,0.00000
0.579805E-3,0.384993E-3,0.287246E-3,0.130011E-2,0.265527E-3,0.262168E-5
0.196481E-2,0.729789E-3,0.191814E-2,0.692871E-4,0.174097E-2,0.00000
NaN,NaN,NaN,NaN,NaN,NaN
0.324524E-2,0.127212E-2,0.527306E-3,0.556913E-3,0.311547E-4,0.00000
0.115153E-2,0.171077E-2,0.165839E-2,0.249882E-3,0.876387E-3,0.216099E-3
0.386196E-3,0.332088E-3,0.265789E-3,0.413736E-3,0.239633E-2,0.00000
0.332364E-5,0.321491E-2,0.107558E-2,0.117135E-2,0.153200E-2,0.144488E-4
0.968416E-3,0.00000,0.132255E-2,0.477115E-3,0.131694E-2,0.130122E-2
0.380958E-3,0.00000,0.329289E-2,0.122804E-2,0.00000,0.276536E-2
0.261139E-3,0.476666E-5,0.221587E-2,0.700447E-3,0.230402E-4,0.00000
0.320955E-2,0.307386E-2,0.405670E-3,0.211155E-3,0.807893E-3,0.00000
0.559937E-3,0.114474E-2,0.930616E-3,0.937337E-3,0.228193E-2,0.776062E-4
0.202140E-2,0.288501E-2,0.932898E-3,0.306262E-3,0.289862E-5,0.00000
